year,city,province_code,city_code,province,year_city,population,area,PopulationDensity,gdp,GDP_GrowthRate,Proportion_SecondaryIndustry,Proportion_ThirdIndustry,retailAssumption,gdp_percapita,X,inflator,gdp_nominal,gdp_real,city_type,sum,if_officialWechat,nightLight,clicksCount_city_gdpContent,likeCount_city_gdpContent,originalflag_city_gdpContent,Freq_city_gdpContent,clicksCount_city_gdpData,likeCount_city_gdpData,originalflag_city_gdpData,Freq_city_gdpData,clicksCount_city_gdpnoData,likeCount_city_gdpnoData,originalflag_city_gdpnoData,Freq_city_gdpnoData,iv_if_officialWechat,iv_clicksCount_city_gdpContent,iv_clicksCount_city_gdpData,iv_clicksCount_city_gdpnoData,leader_change,num_commentBoard,sum_num_admini,politeScore,gdp_ratio
2017,固原市,640000,640400,宁夏回族自治区,2017640400,151,13047,115.7354181,117.6599,8,27.41,59.81,710953,2.119940635,8,1.2065545,117.6599,97.51726922,地级市,10719.08568,1,10719.08568,0,0,0,0,0,0,0,0,0,0,0,0,0.6,4.2,1.2,3,1,58,568,-0.315094737,0.4935493
2017,双鸭山市,230000,230500,黑龙江省,2017230500,94,22681,41.44438076,121.3525,2.4,28.57,68.33,1392580,2.28585726,8,1.2065545,121.3525,100.5777194,地级市,8326.707486,1,8326.707486,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,16757.58333,11017.58333,5740,0,16,597,-0.324467155,0.510780619
2017,丽江市,530000,530700,云南省,2017530700,123,20554,59.84236645,124.2906,8.1,31.19,64.29,1177030,6.438302207,8,1.2065545,124.2906,103.0128353,地级市,10611.90354,0,10611.90354,0,0,0,0,0,0,0,0,0,0,0,0,0.625,36275.375,25476.875,10798.5,1,247,83,-0.461995127,0.499998682
2017,平凉市,620000,620800,甘肃省,2017620800,234,11170,209.4897046,128.6773,4,23.72,69.62,2098139,2.050933846,8,1.2065545,128.6773,106.64856,地级市,7671.289629,1,7671.289629,244060,1346,0,122,125887,687,0,56,118173,659,0,66,0.666666667,23981.66667,11602.25,12379.41667,1,931,107,-0.044659439,0.522013823
2017,铁岭市,210000,211200,辽宁省,2017211200,294,12985,226.4150943,129.5727,1.4,32.64,64.1,4380160,0.66290539,8,1.2065545,129.5727,107.3906732,地级市,13126.08516,1,13126.08516,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,65312.85714,36949.64286,28363.21429,1,101,471,-0.341399402,0.49317627
2011,固原市,640000,640400,宁夏回族自治区,2011640400,155.3,13047,119.0311949,133.7454,14,27.04,47.79,377374,0.7968552,2,1.080756826,133.7454,123.7516126,地级市,5561.973829,0,5561.973829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,-0.645249034,0.55872442
2018,那曲市,540000,540600,西藏自治区,2018540600,54,352192,1.533254588,135.67,9.1,28.84,56.71,245555,2.011888035,9,1.248780928,135.67,108.6419539,地级市,2386.349999,1,2386.349999,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,4631.166667,2058.166667,2573,0,51,4,-0.620049998,0.602770225
2017,忻州市,140000,140900,山西省,2017140900,308,25152,122.4554707,138.3021,6.57,31.45,61.18,3615490,2.08410282,8,1.2065545,138.3021,114.6256551,地级市,28904.85072,1,28904.85072,120489,1191,144,161,32232,283,33,34,88257,908,111,127,0.545454545,15581.45455,4866.727273,10714.72727,0,192,419,-0.315314425,0.46162191
2017,鹤岗市,230000,230400,黑龙江省,2017230400,101,14665,68.87146267,141.5313,9.9,50.89,43.03,1362243,1.891968331,8,1.2065545,141.5313,117.3020365,地级市,5526.541348,1,5526.541348,9059,51,0,61,2595,20,0,20,6464,31,0,41,0.666666667,16757.58333,11017.58333,5740,0,20,193,-0.537579067,0.552927537
2017,普洱市,530000,530800,云南省,2017530800,253,44266,57.15447522,147.7545,11.2,39.75,50.49,1828611,5.324341914,8,1.2065545,147.7545,122.459864,地级市,9213.260646,0,9213.260646,0,0,0,0,0,0,0,0,0,0,0,0,0.625,36275.375,25476.875,10798.5,0,190,479,-0.28449565,0.526684174
2017,商洛市,610000,611000,陕西省,2017611000,253,19292,131.1424425,147.8,9.5,43.3,47.06,1937338,2.187456691,8,1.2065545,147.8,122.4975747,地级市,5004.277368,1,5004.277368,0,0,0,0,0,0,0,0,0,0,0,0,0.6,82194.6,42559.4,39635.2,0,304,592,-0.156803415,0.564459259
2018,林芝市,540000,540400,西藏自治区,2018540400,20,117175,1.706848731,150.01,9.3,40.68,51.84,415086,6.006257648,9,1.248780928,150.01,120.125153,地级市,2238.810003,1,2238.810003,19970,246,0,33,9027,120,0,13,10943,126,0,20,0.833333333,4631.166667,2058.166667,2573,0,192,0,-0.538792445,0.62078306
2016,嘉峪关市,620000,620200,甘肃省,2016620200,21,2935,71.55025554,153.4089,7.3,39.32,57.79,600024,6.310854972,7,1.157558801,153.4089,132.5279544,地级市,8598.464209,1,8598.464209,17325,116,0,159,11758,85,0,103,5567,31,0,56,0.666666667,18578,12968.83333,5609.166667,1,132,45,-0.550276756,0.539420554
2017,乌兰察布市,150000,150900,内蒙古自治区,2017150900,272,54500,49.90825688,153.4132,5.9,37.7,59.73,3416593,4.101607431,8,1.2065545,153.4132,127.1498304,地级市,14650.3512,1,14650.3512,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556,37118.22222,25806.11111,11312.11111,1,212,87,-0.480561578,0.505135033
2017,金昌市,620000,620300,甘肃省,2017620300,46,8896,51.70863309,156.4325,1.3,61.42,35.99,890608,6.173916443,8,1.2065545,156.4325,129.6522453,地级市,6464.80812,0,6464.80812,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,23981.66667,11602.25,12379.41667,0,141,103,-0.514019021,0.554454584
2019,那曲市,540000,540600,西藏自治区,2019540600,54,352192,1.533254588,158,7.9,25.23,62.19,267069,2.313260957,10,1.264849051,158,124.9160917,地级市,2983.010011,1,2983.010011,787,4,0,16,328,2,0,8,459,2,0,8,0.833333333,8397,5452.166667,2944.833333,0,203,6,-0.529086602,0.603403377
2012,固原市,640000,640400,宁夏回族自治区,2012640400,154.2,13047,118.1880892,158.4544,12,26.69,49.26,432549,0.929145602,3,1.105951683,158.4544,143.2742519,地级市,6020.127564,0,6020.127564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,-0.643474758,0.570474363
2017,四平市,220000,220300,吉林省,2017220300,320,14382,222.5003477,161.3303,4.5,52.11,45.02,6492535,1.96634666,8,1.2065545,161.3303,133.7115729,地级市,23051.93513,0,23051.93513,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1830,1025.875,804.125,0,96,850,-0.142212926,0.487350814
2018,山南市,540000,540500,西藏自治区,2018540500,36,79699,4.516995194,164.32,9.1,56.76,38.75,558409,3.655120239,9,1.248780928,164.32,131.5843286,地级市,5016.339991,1,5016.339991,7817,67,0,28,3322,43,0,11,4495,24,0,17,0.833333333,4631.166667,2058.166667,2573,0,31,2,-0.632945229,0.572697988
2017,张掖市,620000,620700,甘肃省,2017620700,131,38592,33.94485904,164.6975,4.71,23.36,61.95,1730520,2.676516266,8,1.2065545,164.6975,136.5023296,地级市,7193.191126,1,7193.191126,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,23981.66667,11602.25,12379.41667,1,846,244,-0.021860227,0.553586587
2017,伊春市,230000,230700,黑龙江省,2017230700,116,32800,35.36585366,165.032,6.99,25.26,42.21,1311844,1.848372504,8,1.2065545,165.032,136.7795653,地级市,3259.641631,1,3259.641631,108151,930,1,44,87400,648,0,29,20751,282,1,15,0.666666667,16757.58333,11017.58333,5740,0,16,99,-0.59008065,0.60800397
2017,海东市,630000,630200,青海省,2017630200,172,10340,166.344294,165.3467,7.5,46.85,42.94,973991,3.262866444,8,1.2065545,165.3467,137.0403906,地级市,9380.591173,1,9380.591173,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,19,1,109,201,-0.480675315,0.537946815
2017,鸡西市,230000,230300,黑龙江省,2017230300,175,22531,77.67076472,165.4705,6.1,45.33,50.28,2737517,1.714287461,8,1.2065545,165.4705,137.1429969,地级市,9275.486174,0,9275.486174,6,0,0,2,6,0,0,2,0,0,0,0,0.666666667,16757.58333,11017.58333,5740,0,38,645,-0.285854493,0.538692278
2017,白城市,220000,220800,吉林省,2017220800,191,25759,74.14884118,167.626,4,13.85,73.96,3565041,2.835295692,8,1.2065545,167.626,138.9294889,地级市,9622.457098,1,9622.457098,635,6,0,6,468,5,0,4,167,1,0,2,0.75,1830,1025.875,804.125,0,33,631,-0.296278667,0.537946421
2017,酒泉市,620000,620900,甘肃省,2017620900,99,168072,5.890332715,168.7479,2.5,25.71,62.24,2076397,3.41120309,8,1.2065545,168.7479,139.8593267,地级市,14846.47506,0,14846.47506,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,23981.66667,11602.25,12379.41667,0,380,119,-0.364134561,0.514354066
2017,中卫市,640000,640500,宁夏回族自治区,2017640500,122,17448,69.9220541,171.6928,7.9,38.66,47.82,730682,3.470733621,8,1.2065545,171.6928,142.3000784,地级市,11804.74342,1,11804.74342,0,0,0,0,0,0,0,0,0,0,0,0,0.6,4.2,1.2,3,1,19,201,-0.533903609,0.528775844
2019,林芝市,540000,540400,西藏自治区,2019540400,20,117175,1.706848731,172,8.1,35.37,58.09,448902,6.799230306,10,1.264849051,172,135.9846061,地级市,2707.504993,1,2707.504993,49263,194,0,59,32231,114,0,31,17032,80,0,28,0.833333333,8397,5452.166667,2944.833333,0,194,4,-0.535476153,0.621543101
2017,七台河市,230000,230900,黑龙江省,2017230900,79,6221,126.98923,175.7953,6.3,41.54,49.66,1053123,3.035422008,8,1.2065545,175.7953,145.7002564,地级市,4311.114411,1,4311.114411,14025,215,4,95,6951,102,0,43,7074,113,4,52,0.666666667,16757.58333,11017.58333,5740,1,9,90,-0.599020872,0.59524199
2017,绥化市,230000,231200,黑龙江省,2017231200,528,34873,151.4065323,176.5596,6.4,25.77,28.15,6201791,1.784557476,8,1.2065545,176.5596,146.3337131,地级市,17628.71214,1,17628.71214,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,16757.58333,11017.58333,5740,0,49,340,-0.442023744,0.50994628
2011,丽江市,530000,530700,云南省,2011530700,121.2,21219,57.1186201,178.5015,16.5,41.68,41.24,556655,1.362734538,2,1.080756826,178.5015,165.1634259,地级市,6623.671457,0,6623.671457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,-0.645307099,0.580438771
2013,固原市,640000,640400,宁夏回族自治区,2013640400,154.2,13047,118.1880892,182.9501,15.46,26.23,49.32,495251,1.050066801,4,1.129877472,182.9501,161.9203007,地级市,7178.833693,0,7178.833693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,-0.641700481,0.572943575
2017,阜新市,210000,210900,辽宁省,2017210900,186,10355,179.6233704,184.9479,-0.9,38.33,60.13,2894816,2.043813189,8,1.2065545,184.9479,153.2859892,地级市,9920.720851,0,9920.720851,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,65312.85714,36949.64286,28363.21429,1,125,415,-0.357073374,0.546848197
2011,定西市,620000,621100,甘肃省,2011621100,302.3,20330,148.6965076,186.942,12.7,27.71,44,634270,0.572190641,2,1.080756826,186.942,172.9732309,地级市,4738.886413,0,4738.886413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.65234614,0.608861803
2019,山南市,540000,540500,西藏自治区,2019540500,36,79699,4.516995194,187,8.3,49.35,47.05,591131,4.106770243,10,1.264849051,187,147.8437287,地级市,6055.534978,1,6055.534978,304,4,0,18,130,2,0,10,174,2,0,8,0.833333333,8397,5452.166667,2944.833333,0,66,0,-0.613312058,0.573695243
2016,日喀则市,540000,540200,西藏自治区,2016540200,78,182000,4.285714286,187.7546,10.1,35.54,48.02,832035,2.079471258,7,1.157558801,187.7546,162.1987581,地级市,1837.993042,0,1837.993042,0,0,0,0,0,0,0,0,0,0,0,0,0.4,7703.2,2293.2,5410,1,52,0,-0.621592015,0.677026569
2017,通化市,220000,220500,吉林省,2017220500,217,15612,138.9956444,189.0231,-15.3,42.04,56.38,5601352,3.560535016,8,1.2065545,189.0231,156.6635407,地级市,8411.091415,1,8411.091415,3820,77,0,7,2669,41,0,3,1151,36,0,4,0.75,1830,1025.875,804.125,1,107,1353,0.132573051,0.559248537
2017,吴忠市,640000,640300,宁夏回族自治区,2017640300,143,16758,85.33237857,189.5152,7.8,61.99,28.69,1126905,3.739795149,8,1.2065545,189.5152,157.0713963,地级市,18240.04579,0,18240.04579,0,0,0,0,0,0,0,0,0,0,0,0,0.6,4.2,1.2,3,1,35,154,-0.549508742,0.515391632
2015,嘉峪关市,620000,620200,甘肃省,2015620200,20.25,2935,68.99488927,190.0441,9,57.12,40.68,549472,8.221590926,6,1.141493649,190.0441,166.4872163,地级市,8573.760157,1,8573.760157,1560,12,0,130,774,4,0,55,786,8,0,75,0.583333333,5894.083333,4053.333333,1840.75,0,77,29,-0.591338925,0.564781116
2018,昌都市,540000,540300,西藏自治区,2018540300,77,109817,7.011664861,191.42,9.1,47.56,37.72,560348,1.990720686,9,1.248780928,191.42,153.2854928,地级市,3525.909995,0,3525.909995,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,4631.166667,2058.166667,2573,0,52,5,-0.618925212,0.616107683
2017,崇左市,450000,451400,广西壮族自治区,2017451400,250,17332,144.2418648,193.6177,10.4,47.77,37.48,1460926,4.337069574,8,1.2065545,193.6177,160.4715742,地级市,8522.59175,1,8522.59175,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,5947.928571,3234.428571,2713.5,1,377,84,-0.384576453,0.561088383
2017,朝阳市,210000,211300,辽宁省,2017211300,336,19698,170.575693,193.6827,3.45,30.65,61.88,4545899,2.631564699,8,1.2065545,193.6827,160.5254466,地级市,14472.01852,0,14472.01852,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,65312.85714,36949.64286,28363.21429,1,248,185,-0.407000938,0.530111394
2011,陇南市,620000,621200,甘肃省,2011621200,283.2,27914,101.4544673,197.6822,11.8,30.64,43.8,488609,0.64587181,2,1.080756826,197.6822,182.9108966,地级市,2691.412411,0,2691.412411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.65234614,0.659548864
2014,固原市,640000,640400,宁夏回族自治区,2014640400,153.3,13047,117.4982755,201.0289,9.3,27.49,50.71,557297,1.148762092,5,1.141527151,201.0289,176.1052287,地级市,7291.30096,0,7291.30096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,37,-0.614869039,0.581383797
2017,庆阳市,620000,621000,甘肃省,2017621000,270,27119,99.56119326,202.9988,6,51.88,45.3,2389481,4.314017673,8,1.2065545,202.9988,168.2466892,地级市,34432.11132,0,34432.11132,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,23981.66667,11602.25,12379.41667,0,865,101,-0.086893684,0.490624721
2017,云浮市,440000,445300,广东省,2017445300,300,7787,385.2574804,204.8113,3.6,49.51,34.22,3815989,2.496307363,8,1.2065545,204.8113,169.7489007,地级市,13279.98939,0,13279.98939,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857,186100.0952,112843.4286,73256.66667,0,29,125,-0.568524747,0.540795547
2017,铜仁市,520000,520600,贵州省,2017520600,440,18014,244.2544687,207.74,12.43,39.59,48.93,2108514,3.513800526,8,1.2065545,207.74,172.1762258,地级市,21874.66717,1,21874.66717,10865,128,0,91,4058,55,0,34,6807,73,0,57,0.833333333,48291.83333,26864.83333,21427,1,132,488,-0.313998084,0.515208144
2016,金昌市,620000,620300,甘肃省,2016620300,46,8896,51.70863309,207.8152,6.4,50.11,39.92,829244,3.90280108,7,1.157558801,207.8152,179.5288497,地级市,6314.074991,0,6314.074991,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,18578,12968.83333,5609.166667,1,160,102,-0.503315297,0.593144876
2012,丽江市,530000,530700,云南省,2012530700,119,21219,56.08181347,212.2389,15.8,42.28,40.47,656908,1.612656498,3,1.105951683,212.2389,191.9061233,地级市,8667.305503,0,8667.305503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,-0.649389013,0.579775527
2015,七台河市,230000,230900,黑龙江省,2015230900,83.11,6221,133.5958849,212.6515,4.1,36.78,47.13,948247,2.241515099,6,1.141493649,212.6515,186.2923199,地级市,3445.645807,1,3445.645807,6032,63,0,33,5409,55,0,25,623,8,0,8,0.583333333,13169,9329.333333,3839.666667,1,10,13,-0.6394982,0.641792836
2014,七台河市,230000,230900,黑龙江省,2014230900,88.2,6221,141.7778492,214.259,2.4,40.69,44.73,890581,2.128061834,5,1.141527151,214.259,187.6950538,地级市,3713.062759,0,3713.062759,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,230.8333333,63,167.8333333,0,6,6,-0.645597425,0.636869279
2016,七台河市,230000,230900,黑龙江省,2016230900,80,6221,128.5966886,216.6414,0.6,36.52,48.79,1003634,2.339421114,7,1.157558801,216.6414,187.1536891,地级市,3764.884089,1,3764.884089,37545,576,15,89,22402,340,6,45,15143,236,9,44,0.583333333,18868.16667,12321.66667,6546.5,1,11,62,-0.612772113,0.635446373
2017,巴中市,510000,511900,四川省,2017511900,376,12293,305.8651265,216.999,8.5,43.56,41.97,3242269,1.322427526,8,1.2065545,216.999,179.8501435,地级市,6657.15177,1,6657.15177,159187,1239,1,83,99386,815,1,55,59801,424,0,28,0.944444444,80213.05556,49542.05556,30671,1,598,372,-0.100263614,0.589783066
2015,固原市,640000,640400,宁夏回族自治区,2015640400,149.77,13047,114.7926726,217.0391,8.5,27.2,51.96,599720,1.269520302,6,1.141493649,217.0391,190.1360557,地级市,6559.912075,1,6559.912075,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,1,26,132,-0.5665655,0.597098605
2019,昌都市,540000,540300,西藏自治区,2019540300,78,109817,7.102725443,221,8.3,41.43,45.43,618543,2.240056496,10,1.264849051,221,174.7244067,地级市,5013.939994,0,5013.939994,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,8397,5452.166667,2944.833333,0,106,0,-0.589655038,0.606012167
2011,中卫市,640000,640500,宁夏回族自治区,2011640500,119.2,17441,68.34470501,221.5901,13.6,43.81,38.66,384139,1.720069959,2,1.080756826,221.5901,205.0323391,地级市,5695.809514,0,5695.809514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,-0.647023311,0.615574019
2011,拉萨市,540000,540100,西藏自治区,2011540100,49.4,,,222.4192,8.6,33.81,61.7,1025948,4.165981511,2,1.080756826,222.4192,205.7994867,地级市,13679.73199,0,13679.73199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,-0.649980438,0.559332904
2012,定西市,620000,621100,甘肃省,2012621100,296.3,19609,151.1040849,223.2711,12.7,26.96,42.72,733404,0.681341287,3,1.105951683,223.2711,201.8814234,地级市,4091.071332,0,4091.071332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.650746059,0.638206078
2017,黄冈市,420000,421100,湖北省,2017421100,740,17457,423.8987226,223.5,7.3,44.3,48.75,10831627,5.292520384,8,1.2065545,223.5,185.2382134,地级市,18242.65545,1,18242.65545,0,0,0,0,0,0,0,0,0,0,0,0,1,83834.08333,56049.58333,27784.5,1,328,2377,0.809439167,0.532195194
2017,汕尾市,440000,441500,广东省,2017441500,363,4865,746.1459404,224.1362,-0.6,44.83,42.6,5726228,3.572413462,8,1.2065545,224.1362,185.7655,地级市,26220.00674,1,26220.00674,12721,38,0,15,8507,27,0,10,4214,11,0,5,0.857142857,186100.0952,112843.4286,73256.66667,0,24,171,-0.546947295,0.513499348
2015,金昌市,620000,620300,甘肃省,2015620300,45.69,8896,51.36016187,224.5163,3.2,58.21,33.78,760077,4.304802378,6,1.141493649,224.5163,196.6864206,地级市,6544.117656,0,6544.117656,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333,5894.083333,4053.333333,1840.75,0,131,137,-0.501799021,0.60111737
2012,陇南市,620000,621200,甘肃省,2012621200,284.9,27914,102.0634807,225.9756,12.8,30.58,44.04,564826,0.717187886,3,1.105951683,225.9756,204.3268286,地级市,3059.387832,0,3059.387832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.65181278,0.662813434
2013,嘉峪关市,620000,620200,甘肃省,2013620200,20,2935,68.14310051,226.2175,-15.95,74.5,23.86,377561,10.01070937,4,1.129877472,226.2175,200.2141875,地级市,8923.185718,0,8923.185718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,-0.641225186,0.58258024
2011,伊春市,230000,230700,黑龙江省,2011230700,126.3,32759,38.55429042,229.6836,8,37.83,30.43,662006,1.682668826,2,1.080756826,229.6836,212.5210727,地级市,10708.90234,0,10708.90234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,-0.64584046,0.577555658
2017,丹东市,210000,210600,辽宁省,2017210600,235,15290,153.6952256,229.8381,4,31.58,64.6,5724073,2.44219578,8,1.2065545,229.8381,190.4912708,地级市,13545.16565,1,13545.16565,266466,1934,0,126,154394,1173,0,74,112072,761,0,52,0.714285714,65312.85714,36949.64286,28363.21429,1,78,591,-0.290998937,0.55178947
2017,鹰潭市,360000,360600,江西省,2017360600,128,3560,359.5505618,230.7944,7.9,44.98,54.16,2177302,7.970160762,8,1.2065545,230.7944,191.2838583,地级市,5810.239924,1,5810.239924,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545,29348.63636,22009.81818,7338.818182,1,26,337,-0.457226612,0.606153212
2019,七台河市,230000,230900,黑龙江省,2019230900,77,6190,124.3941842,231,3.8,41.32,44.48,669115,2.371824525,10,1.264849051,231,182.6304885,地级市,6631.774992,1,6631.774992,43955,103,0,84,17975,48,0,30,25980,55,0,54,0.75,19314.5,7545.666667,11768.83333,0,48,106,-0.567421511,0.591782409
2015,儋州市,460000,460400,海南省,2015460400,96.15,3394,283.2940483,231.7313,8.4,12.73,42.29,694763,2.111358154,6,1.141493649,231.7313,203.0070866,地级市,10333.40963,0,10333.40963,0,0,0,0,0,0,0,0,0,0,0,0,0.75,4301.25,2287.25,2014,0,5,0,-0.649389013,0.574830878
2011,金昌市,620000,620300,甘肃省,2011620300,46.6,8896,52.38309353,232.7546,15.7,78.37,16.48,433227,4.621515021,2,1.080756826,232.7546,215.3626,地级市,8134.030102,0,8134.030102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.65234614,0.596672081
2011,铜川市,610000,610200,陕西省,2011610200,85.5,3882,220.2472952,234.528,16,63.66,28.91,532624,2.538052481,2,1.080756826,234.528,217.0034871,地级市,2942.427959,0,2942.427959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,1,-0.593853081,0.673584565
2011,嘉峪关市,620000,620200,甘肃省,2011620200,19.5,2935,66.439523,235.5352,17.5,81.93,16.75,300100,11.17617573,2,1.080756826,235.5352,217.9354267,地级市,10673.96747,0,10673.96747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.65234614,0.580471368
2017,周口市,410000,411600,河南省,2017411600,1258,11961,1051.751526,236.0046,6.6,49.87,46.49,12271617,3.056282891,8,1.2065545,236.0046,195.602105,地级市,28623.29633,1,28623.29633,4374,36,0,33,1895,15,0,12,2479,21,0,21,0.647058824,12273.88235,7279.588235,4994.294118,1,416,3773,1.606055773,0.514139032
2016,固原市,640000,640400,宁夏回族自治区,2016640400,150,13047,114.9689584,239.8058,8.2,25.49,54.04,649799,1.381100754,7,1.157558801,239.8058,207.1651132,地级市,7101.091751,1,7101.091751,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,47,204,-0.515743614,0.601433675
