year,province,iv_Freq_city_nonenvirContent,iv_Freq_city_envirContent,city,province_code,city_code,year_city,population,area,PopulationDensity,gdp,GDP_GrowthRate,Proportion_SecondaryIndustry,Proportion_ThirdIndustry,retailAssumption,gdp_percapita,X,deflator,gdp_nominal,gdp_real,city_type,sum,if_officialWechat,nightLight,clicksCount_city_allContent,likeCount_city_allContent,originalflag_city_allContent,Freq_city_allContent,clicksCount_city_gdpContent,likeCount_city_gdpContent,originalflag_city_gdpContent,Freq_city_gdpContent,Freq_city_nongdpContent,iv_if_officialWechat,iv_Freq_city_gdpContent,iv_Freq_city_nongdpContent,leader_change,clicksCount_city_envirContent,likeCount_city_envirContent,originalflag_city_envirContent,Freq_city_envirContent,satellites02,SatelliteSO2,OfficialSO2,ln_OfficialSO2,ln_SatelliteSo2,ManipulationSO2,ln_ManipulationSO2,Freq_city_nonenvirContent
2011,内蒙古自治区,0,0,包头市,150000,150200,2011150200,221.8,27768,79.87611639,3005.4,15.5,55.41,41.93,8575447,12.53755217,2,1.080756826,3005.4,2780.829071,地级市,73012.37257,0,73012.37257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189517573,60.41202927,210014,12.25492954,4.101188183,3476.360596,8.153740883,0
2011,内蒙古自治区,0,0,呼伦贝尔市,150000,150700,2011150700,270.4,253356,10.67272928,1145.3101,14.4,44.53,36.74,3490000,3.919118689,2,1.080756826,1145.3101,1059.729694,地级市,43459.05913,0,43459.05913,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.039621737,88.68839264,81106,11.30351257,4.48512888,914.505249,6.818383217,0
2011,内蒙古自治区,0,0,呼和浩特市,150000,150100,2011150100,232.3,17453,133.1003266,2177.2669,11.3,36.28,58.69,8900478,8.6723036,2,1.080756826,2177.2669,2014.576126,地级市,57341.62683,0,57341.62683,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2119928,18.2429409,107187,11.5823307,2.903778315,5875.532715,8.678551674,0
2011,内蒙古自治区,0,0,巴彦淖尔市,150000,150800,2011150800,186.8,64413,29.00035707,718.4502,10.5,57.63,23.11,1516135,3.558703545,2,1.080756826,718.4502,664.7658222,地级市,14430.11549,0,14430.11549,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.100246184,177.1977997,86000,11.36210251,5.177266598,485.3333435,6.184835911,0
2011,内蒙古自治区,0,0,赤峰市,150000,150400,2011150400,459.9,90021,51.08807945,1347.1906,15.5,53.63,30.72,3999085,2.710426577,2,1.080756826,1347.1906,1246.525183,地级市,29227.77186,0,29227.77186,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.082965598,31.2316494,128439,11.76320934,3.441431999,4112.462891,8.321777344,0
2011,内蒙古自治区,0,0,通辽市,150000,150500,2011150500,320.1,59535,53.76669186,1448.8194,14.6,61.2,24.4,2900312,4.187941353,2,1.080756826,1448.8194,1340.560027,地级市,21401.08153,0,21401.08153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.110093914,8.73944664,84741,11.34735489,2.167846918,9696.380859,9.179508209,0
2011,内蒙古自治区,0,0,鄂尔多斯市,150000,150600,2011150600,158.2,86752,18.23589082,3218.54,15.1,60.08,37.34,4399977,18.82454312,2,1.080756826,3218.54,2978.042722,地级市,63816.16514,0,63816.16514,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29109633,512.9628296,226268,12.3294754,6.240203381,441.1001892,6.089272022,0
2011,北京市,0,0,北京市,110000,110000,2011110000,1277.9,1641,7787.324802,16251.93,8.1,23.09,76.07,69003246,11.76738833,2,1.080756826,16251.93,15037.54555,直辖市,396228.7595,0,396228.7595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631358802,73.05995941,61299,11.02351856,4.29128027,839.0231934,6.732238293,0
2011,吉林省,0,0,吉林市,220000,220200,2011220200,433.3,27126,159.7360466,2208.0487,14.3,50.57,39.46,8038668,4.715111549,2,1.080756826,2208.0487,2043.057834,地级市,37879.03701,0,37879.03701,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.163477972,0.112917103,83933,11.33777428,-2.181101322,743315.1875,13.51887512,0
2011,吉林省,0,0,四平市,220000,220300,2011220300,341.1,14080,242.2585227,984.5977,17.6,45.15,28.7,3376566,2.670847616,2,1.080756826,984.5977,911.026122,地级市,14354.21584,0,14354.21584,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.188536361,11.0859499,53146,10.88079834,2.405678511,4793.996094,8.475119591,0
2011,吉林省,0,0,松原市,220000,220700,2011220700,292.1,21090,138.5016596,1360.9668,13.8,49.25,33.81,3886233,4.311098908,2,1.080756826,1360.9668,1259.271991,地级市,15025.12026,0,15025.12026,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.124343522,0.208778098,32293,10.38260555,-1.566483378,154676.1875,11.94908905,0
2011,吉林省,0,0,白城市,220000,220800,2011220800,202.5,25745,78.65604972,554.5757,16.7,48.76,33.07,1901824,2.534007065,2,1.080756826,554.5757,513.1364306,地级市,7357.991421,0,7357.991421,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.076359555,80.49195862,15046,9.618867874,4.388157368,186.9255066,5.23071003,0
2011,吉林省,0,0,白山市,220000,220600,2011220600,128.5,17485,73.4915642,531.4342,16.6,59.72,31.17,1631419,3.826646854,2,1.080756826,531.4342,491.7241207,地级市,8221.440251,0,8221.440251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121607997,15.54040909,19900,9.898474693,2.743443727,1280.532593,7.155031204,0
2011,吉林省,0,0,辽源市,220000,220400,2011220400,122.5,5140,238.3268482,500.4925,15.2,58.28,31.98,1268280,3.780362948,2,1.080756826,500.4925,463.0944612,地级市,7315.570413,0,7315.570413,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.186149999,0.449620605,13176,9.486152649,-0.799351156,29304.70703,10.28550339,0
2011,吉林省,0,0,通化市,220000,220500,2011220500,226,15608,144.7975397,780.2319,16.5,52.31,37.6,2907250,3.194385135,2,1.080756826,780.2319,721.9310406,地级市,12607.95513,0,12607.95513,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.192414507,23.58239937,51258,10.84462738,3.160500526,2173.570068,7.684126377,0
2011,吉林省,0,0,长春市,220000,220100,2011220100,761.8,20604,369.7340322,4003.0775,13.3,52.28,40.47,15158537,4.86211294,2,1.080756826,4003.0775,3703.957638,副省级市,93434.33404,0,93434.33404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123933315,1.773769975,68978,11.14154243,0.573107183,38887.79297,10.56843567,0
2011,四川省,0,0,乐山市,510000,511100,2011511100,354.4,12826,276.3137377,918.0596,16,61.8,25.72,2933003,2.396895919,2,1.080756826,918.0596,849.4599136,地级市,1610.094873,0,1610.094873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420778871,70.96864319,56661,10.94484138,4.262238026,798.3948364,6.682603359,0
2011,四川省,0,0,内江市,510000,511000,2011511000,426.1,5385,791.272052,854.6836,15.3,62.48,21.17,2384937,1.855948193,2,1.080756826,854.6836,790.8195252,地级市,1470.631172,0,1470.631172,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.882727981,1.142264962,99781,11.51073265,0.133013099,87353.64063,11.37771988,0
2011,四川省,0,0,南充市,510000,511300,2011511300,756.2,12479,605.9780431,1029.4802,15.3,50.89,25.8,3920870,1.259659998,2,1.080756826,1029.4802,952.5548905,地级市,6940.714312,0,6940.714312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833319247,1.989992023,10605,9.269081116,0.688130617,5329.166992,8.580949783,0
2011,四川省,0,0,宜宾市,510000,511500,2011511500,542.9,13271,409.087484,1091.1801,15.6,61.92,23.11,3741553,1.859724482,2,1.080756826,1091.1801,1009.644421,地级市,973.3625745,0,973.3625745,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.994191289,15.8306303,123137,11.72105312,2.761946678,7778.401367,8.959106445,0
2011,四川省,0,0,巴中市,510000,511900,2011511900,389.4,12301,316.5596293,343.3939,15.2,40.48,34.39,1354042,0.815959573,2,1.080756826,343.3939,317.7346575,地级市,664.3170192,0,664.3170192,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.539494514,216.7369995,2038,7.619724274,5.378684521,9.403101921,2.241039515,0
2011,四川省,0,0,广元市,510000,510800,2011510800,311.3,16319,190.7592377,403.5362,15.6,44.65,34.59,1667253,1.199431339,2,1.080756826,403.5362,373.382976,地级市,1891.38214,0,1891.38214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322939306,61.39279938,26065,10.16834831,4.117292404,424.5611877,6.051055908,0
2011,四川省,0,0,广安市,510000,511600,2011511600,468.5,6344,738.4930643,659.8977,15.3,51.38,29.64,2193456,1.303283906,2,1.080756826,659.8977,610.5885099,地级市,2272.808259,0,2272.808259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.217528105,0.341491312,67853,11.12509918,-1.074433088,198696.125,12.19953156,0
2011,四川省,0,0,德阳市,510000,510600,2011510600,390.5,5911,660.6327187,1137.4486,15.6,59.99,24.38,3515724,2.695148846,2,1.080756826,1137.4486,1052.455624,地级市,6072.239861,0,6072.239861,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.517586768,170.0169067,26740,10.19391632,5.135898113,157.2784729,5.058017731,0
2011,四川省,0,0,成都市,510000,510100,2011510100,1163.3,12121,959.7392954,6854.5786,15.2,45.86,49.36,28612835,5.452065258,2,1.080756826,6854.5786,6342.387515,副省级市,63603.85411,0,63603.85411,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.561460435,146.8860016,52577,10.87003422,4.989656925,357.9442444,5.880377293,0
2011,四川省,0,0,攀枝花市,510000,510400,2011510400,111.7,7440,150.1344086,645.6623,15.3,75.54,20.7,1727891,5.348404783,2,1.080756826,645.6623,597.4168143,地级市,7618.221557,0,7618.221557,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.226480424,0.57678467,97858,11.49127293,-0.550286293,169661.2344,12.04155922,0
2011,四川省,0,0,泸州市,510000,510500,2011510500,503,12228,411.3509977,900.8666,15.9,59.74,25.74,3074871,1.657160273,2,1.080756826,900.8666,833.5516171,地级市,1243.26276,0,1243.26276,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.036900401,1.354941964,61344,11.02425289,0.303758621,45274.26563,10.72049427,0
2011,四川省,0,0,眉山市,510000,511400,2011511400,350.8,7186,488.1714445,673.3376,15.3,56.37,25.59,2129932,1.776009542,2,1.080756826,673.3376,623.0241473,地级市,1330.451422,0,1330.451422,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.57569927,70.61128235,27495,10.2217598,4.257189751,389.385376,5.964569569,0
2011,四川省,0,0,绵阳市,510000,510700,2011510700,543.4,20287,267.8562626,1189.114,15.15,51.85,31.4,5020002,2.024770809,2,1.080756826,1189.114,1100.260458,地级市,7668.040511,0,7668.040511,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.364035457,240.1089935,38171,10.54983139,5.48109293,158.9736328,5.068738461,0
2011,四川省,0,0,自贡市,510000,510300,2011510300,327.1,4372,748.1701738,780.3591,20,58.77,28.54,2876747,2.207425056,2,1.080756826,780.3591,722.0487359,地级市,736.6475321,0,736.6475321,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.964603662,1.437201977,5256,8.56712532,0.362698138,3657.105957,8.204427719,0
2011,四川省,0,0,资阳市,510000,512000,2011512000,503.9,7962,632.8811856,836.4437,16.1,55.02,22.86,2520225,1.535905052,2,1.080756826,836.4437,773.9425557,地级市,1377.682264,0,1377.682264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76834023,2.680537939,5569,8.624970436,0.986017525,2077.568115,7.638953209,0
2011,四川省,0,0,达州市,510000,511700,2011511700,690.7,16580,416.5862485,1011.8289,15.2,52.61,24.39,3689147,1.355469146,2,1.080756826,1011.8289,936.2225393,地级市,3287.280334,0,3287.280334,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.787590623,60.29981995,57693,10.96289158,4.099328995,956.769043,6.863562107,0
2011,四川省,0,0,遂宁市,510000,510900,2011510900,382.7,5325,718.685446,603.3565,15.2,51.28,25.35,2304039,1.458772429,2,1.080756826,603.3565,558.2722084,地级市,3157.239593,0,3157.239593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821356058,84.07531738,8038,8.99193573,4.431713104,95.60475159,4.560222626,0
2011,四川省,0,0,雅安市,510000,511800,2011511800,155.8,15046,103.549116,350.125,15.3,57.23,26.53,1139674,2.079350405,2,1.080756826,350.125,323.9627931,地级市,939.7895646,0,939.7895646,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.166065514,52.3682518,5988,8.697512627,3.958300591,114.3440857,4.739212036,0
2011,天津市,0,0,天津市,120000,120000,2011120000,996.4,11760,847.2789116,11307.28,16.4,52.43,46.16,33950600,10.50017266,2,1.080756826,11307.28,10462.37204,直辖市,255889.8651,0,255889.8651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000763535,61.2736702,221897,12.30996895,4.115350246,3621.408691,8.194618225,0
2011,宁夏回族自治区,0,0,中卫市,640000,640500,2011640500,119.2,17441,68.34470501,221.5901,13.6,43.81,38.66,384139,1.720069959,2,1.080756826,221.5901,205.0323391,地级市,5695.809514,0,5695.809514,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.221640244,5.32946682,46117,10.73893738,1.673251152,8653.210938,9.065685272,0
2011,宁夏回族自治区,0,0,吴忠市,640000,640300,2011640300,139.8,20700,67.53623188,271.9592,13.09,53.36,30.76,596767,1.7999838,2,1.080756826,271.9592,251.6377352,地级市,10397.14889,0,10397.14889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33110854,2.505537987,74532,11.21898365,0.918503463,29746.9043,10.30047989,0
2011,宁夏回族自治区,0,0,固原市,640000,640400,2011640400,155.3,13047,119.0311949,133.7454,14,27.04,47.79,377374,0.7968552,2,1.080756826,133.7454,123.7516126,地级市,5561.973829,0,5561.973829,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.189043611,85.24960327,31400,10.35456276,4.445583344,368.3301697,5.908979893,0
2011,宁夏回族自治区,0,0,石嘴山市,640000,640200,2011640200,75.1,4467,168.121782,368.0209,13.3,64.37,29.93,672829,4.534240574,2,1.080756826,368.0209,340.5214671,地级市,10776.96841,0,10776.96841,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.573276699,0.434546113,95992,11.47202015,-0.833453238,220901.75,12.30547333,0
2011,宁夏回族自治区,0,0,银川市,640000,640100,2011640100,162.2,9025,179.7229917,986.6761,12,53.23,42,2744705,5.62854019,2,1.080756826,986.6761,912.9492188,地级市,49519.80795,0,49519.80795,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.82046783,0.49247241,75355,11.22996521,-0.708316863,153013.6406,11.93828201,0
2011,安徽省,0,0,亳州市,340000,341600,2011341600,604.2,8374,721.5189873,626.6531,12.9,39.64,34.18,2625919,0.959662411,2,1.080756826,626.6531,579.8280288,地级市,9540.860191,0,9540.860191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657036662,0.72145623,16206,9.693137169,-0.326483577,22462.90039,10.01961994,0
2011,安徽省,0,0,六安市,340000,341500,2011341500,709.6,17976,394.7485536,821.02,12.3,45.33,32.49,3313383,1.070562786,2,1.080756826,821.02,759.6713527,地级市,9189.115283,0,9189.115283,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.444294155,23.89246941,15307,9.636065483,3.173563242,640.6621094,6.462502003,0
2011,安徽省,0,0,合肥市,340000,340100,2011340100,706.1,11430,617.76028,3636.6,15.4,55.06,39.22,11111188,4.765421674,2,1.080756826,3636.6,3364.864244,地级市,61485.15954,0,61485.15954,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.55039674,17.44244003,49497,10.80966759,2.858906269,2837.733643,7.950760841,0
2011,安徽省,0,0,安庆市,340000,340800,2011340800,618.7,15318,403.9039039,1215.74,13.2,55.33,29.8,3974884,1.818162109,2,1.080756826,1215.74,1124.896897,地级市,6256.912716,0,6256.912716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310879201,4.972404957,17685,9.780471802,1.603903651,3556.62915,8.176568031,0
2011,安徽省,0,0,宣城市,340000,341800,2011341800,279.4,12313,226.9146431,671.4,13.4,52.12,32.68,2289078,2.223447851,2,1.080756826,671.4,621.2313296,地级市,6889.707919,0,6889.707919,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.397405565,23.85712051,17023,9.742321014,3.172082663,713.5396118,6.570238113,0
2011,安徽省,0,0,宿州市,340000,341300,2011341300,649.1,9787,663.2267293,802.4267,13.7,40.59,32.3,2292308,1.143841304,2,1.080756826,802.4267,742.4673902,地级市,9204.20734,0,9204.20734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.637246132,1.032369018,30906,10.33870602,0.031856179,29936.96875,10.30684948,0
2011,安徽省,0,0,池州市,340000,341700,2011341700,161.4,8272,195.1160542,372.4882,12.96,49.54,35.34,1070963,2.13540867,2,1.080756826,372.4882,344.6549594,地级市,3794.015963,0,3794.015963,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.364822745,0.321985692,16561,9.714805603,-1.13324821,51433.96094,10.84805393,0
2011,安徽省,0,0,淮北市,340000,340600,2011340600,221.8,2741,809.1937249,554.9156,12.2,66.34,25.21,1482829,2.314927558,2,1.080756826,554.9156,513.4509324,地级市,9173.648859,0,9173.648859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.776401579,2.039201021,48141,10.78188992,0.712558091,23607.77539,10.06933117,0
2011,安徽省,0,0,淮南市,340000,340400,2011340400,245.6,2584,950.4643963,709.5384,12.15,65.03,27.09,2219529,2.673126767,2,1.080756826,709.5384,656.5199339,地级市,12915.73213,0,12915.73213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.796892583,0.222853795,70362,11.16140842,-1.5012393,315731.6563,12.6626482,0
2011,安徽省,0,0,滁州市,340000,341100,2011341100,452.9,13523,334.9108926,850.4891,14,51.69,27.93,2544698,1.737554534,2,1.080756826,850.4891,786.9384486,地级市,19221.7072,0,19221.7072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466502368,0.365918696,17233,9.754581451,-1.005344152,47095.16016,10.75992584,0
2011,安徽省,0,0,芜湖市,340000,340200,2011340200,385.4,5988,643.6205745,1658.242,16,65.89,27.66,4210117,3.981146995,2,1.080756826,1658.242,1534.334052,地级市,23353.03144,0,23353.03144,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.580744207,0.0267858,36289,10.49926949,-3.619883299,1354785,14.11915302,0
2011,安徽省,0,0,蚌埠市,340000,340300,2011340300,365.5,5952,614.0793011,780.2393,14,49.33,32.17,3192848,1.975206259,2,1.080756826,780.2393,721.9378876,地级市,11006.72201,0,11006.72201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556736887,7.803827763,19004,9.852404594,2.054614305,2435.215088,7.797790527,0
2011,安徽省,0,0,铜陵市,340000,340700,2011340700,74.2,1113,666.6666667,579.41,12.6,74.73,23.36,1177528,7.225270218,2,1.080756826,579.41,536.1150502,地级市,5971.734047,0,5971.734047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579064429,34.6950531,38478,10.55784225,3.546597004,1109.03418,7.011244774,0
2011,安徽省,0,0,阜阳市,340000,341200,2011341200,1025.8,9776,1049.304419,853.1905,12.03,40.11,32.64,3853790,0.769582758,2,1.080756826,853.1905,789.4379933,地级市,14757.26861,0,14757.26861,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.653098226,0.607684612,20454,9.925933838,-0.498099267,33658.90625,10.42403316,0
2011,安徽省,0,0,马鞍山市,340000,340500,2011340500,228.6,4042,565.5616032,1144.1815,12.1,68.09,26.07,2260928,4.63116984,2,1.080756826,1144.1815,1058.685425,地级市,15410.06891,0,15410.06891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641536474,0.035700999,66457,11.10431004,-3.332576513,1861488.5,14.43688679,0
2011,安徽省,0,0,黄山市,340000,341000,2011341000,148.1,9807,151.0145814,378.8148,12.5,46.09,41.99,1483407,2.366703715,2,1.080756826,378.8148,350.5088202,地级市,3821.761788,0,3821.761788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202558413,0.172360197,4105,8.319960594,-1.758168817,23816.4043,10.07812977,0
2011,山东省,0,0,东营市,370000,370500,2011370500,186,7950,233.9622642,2676.35,12.7,71.55,24.75,4563828,13.31379839,2,1.080756826,2676.35,2476.366501,地级市,45368.13189,0,45368.13189,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.931873977,0.027645901,59095,10.98690128,-3.588277817,2137568.25,14.5751791,0
2011,山东省,0,0,临沂市,370000,371300,2011371300,1081,17191,628.8174045,2770.45,12,49.89,40.04,13660821,2.371355334,2,1.080756826,2770.45,2563.435116,地级市,53238.16608,0,53238.16608,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.771280885,0.660625994,106127,11.57239151,-0.414567411,160646.1094,11.98695946,0
2011,山东省,0,0,威海市,370000,371000,2011371000,253.8,5797,437.8126617,2110.95,10.7,53.97,37.92,8326919,7.695880966,2,1.080756826,2110.95,1953.214589,地级市,32547.68692,0,32547.68692,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.499531031,6.69074297,46368,10.74436474,1.900724888,6930.171875,8.843640327,0
2011,山东省,0,0,德州市,370000,371400,2011371400,576,10356,556.1993048,1950.71,11.7,54.33,33.9,7575235,3.133590484,2,1.080756826,1950.71,1804.948119,地级市,21007.36923,0,21007.36923,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.047729373,0.528650105,89760,11.40489483,-0.637428522,169790.9375,12.04232311,0
2011,山东省,0,0,日照市,370000,371100,2011371100,289,5348,540.3889304,1214.08,12.1,54.42,36.35,3654415,3.887062063,2,1.080756826,1214.08,1123.360936,地级市,21910.31646,0,21910.31646,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.613869309,1.15555799,59908,11.00056553,0.14458333,51843.35156,10.85598183,0
2011,山东省,0,0,枣庄市,370000,370400,2011370400,394.2,4563,863.9053254,1561.6815,10.85,58.93,32.97,4960045,3.66562352,2,1.080756826,1561.6815,1444.988792,地级市,19285.15996,0,19285.15996,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.830719411,2.90328002,76113,11.23997402,1.065841198,26216.21094,10.1741333,0
